,from_node,to_node,edge_id,length_m,travel_time_sec,weight,graph_type
1287,128655642,128655643,128655642|128655643|0,10.112158484558297,0.7399907789303634,10.112158484558297,length
1288,128655642,1097379507,128655642|1097379507|0,106.4688837102797,8.085391443033581,106.4688837102797,length
1289,128655643,128655642,128655643|128655642|0,10.112158484558297,0.7399907789303634,10.112158484558297,length
1290,128655643,4394002917,128655643|4394002917|0,46.79287202508289,3.424223806530104,46.79287202508289,length
1291,128655643,1198770853,128655643|1198770853|0,117.14514656557537,9.093451481297082,117.14514656557537,length
1292,128655646,4394002917,128655646|4394002917|0,7.600680399311161,0.5562050295864889,7.600680399311161,length
1293,128655646,4394002914,128655646|4394002914|0,17.94189301897174,1.920406494624212,17.94189301897174,length
1294,128655646,5245919868,128655646|5245919868|0,108.8927442920575,7.968588189316167,108.8927442920575,length
1295,128655654,4966894460,128655654|4966894460|0,36.6064173613581,2.6787961579564374,36.6064173613581,length
1296,128655654,4458042270,128655654|4458042270|0,48.603580499846714,3.691021828909359,48.603580499846714,length
1297,128655654,5245919868,128655654|5245919868|0,70.80403533413535,5.181320421186851,70.80403533413535,length
1298,128655660,414905368,128655660|414905368|0,72.65204444250703,5.639651838116525,72.65204444250703,length
1299,128655660,417058220,128655660|417058220|0,453.1682399788651,34.41421082003827,453.1682399788651,length
1300,128655671,427277889,128655671|427277889|0,58.7101744047728,8.161635061656463,58.7101744047728,length
1301,128655671,126638962,128655671|126638962|0,70.5717324917603,5.164320889233377,70.5717324917603,length
1302,128657104,1731169007,128657104|1731169007|0,176.94044925935458,12.418211341466746,176.94044925935458,length
1303,128657104,3846233662,128657104|3846233662|0,12.34852733271767,0.8890939679556722,12.34852733271767,length
1304,128657104,1242071549,128657104|1242071549|0,140.82950796618732,9.88383719132232,140.82950796618732,length
1305,128668277,2178845900,128668277|2178845900|0,173.33529964732068,12.68438618698642,173.33529964732068,length
1306,128668277,1788786376,128668277|1788786376|0,64.36733152283712,4.996546791256376,64.36733152283712,length
1307,128668278,128668277,128668278|128668277|0,51.49077821582733,3.7680086934797483,51.49077821582733,length
1308,128668278,6548313440,128668278|6548313440|0,113.78404022756088,8.326525013073352,113.78404022756088,length
1309,128668285,6548313440,128668285|6548313440|0,31.517839049714283,2.3064225411631933,31.517839049714283,length
1310,128668285,1788786173,128668285|1788786173|0,239.29566342224663,17.511254856308867,239.29566342224663,length
